# Walera v2.4 baseline — captured BEFORE first DECOMP-XX PR (BENCH-01).
# Provenance:
#   git-sha:    f1638da8c55c413cdbb7ec684ab9bd0a2c6c4185
#   captured:   2026-05-24
#   runner:     local-capture (intended target: ubuntu-latest)
#   kernel:     6.8.0-111-generic
#   host-cpu:   Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz (GOMAXPROCS=4)
#   go-version: go1.25.0
#   benchstat:  v0.0.0-20260512194132-3cf34090a3db
#   command:    go test -bench=. -benchmem -count=10 -run='^$' -timeout=15m ./internal/sse/... ./internal/router/... ./internal/metrics/... ./internal/app/...
# Notes:
#   - fakeMetrics mutex floor: ~20ns/op uncontested.
#   - HeartbeatInterval set to 1 hour in BenchmarkPoolWorkerRun fixture to suppress sweep noise.
#   - -race deliberately omitted; race instrumentation invalidates allocation measurement.
goos: linux
goarch: amd64
pkg: github.com/walera/walera/internal/sse
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
pkg: github.com/walera/walera/internal/metrics
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
BenchmarkMetricsNew-4   	    2625	    429739 ns/op	  198157 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2528	    429861 ns/op	  198404 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2858	    423564 ns/op	  198149 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2865	    422251 ns/op	  198173 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2797	    422396 ns/op	  198146 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2793	    423327 ns/op	  198176 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2739	    424039 ns/op	  198381 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2792	    424130 ns/op	  198137 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2857	    421687 ns/op	  198026 B/op	    2063 allocs/op
BenchmarkMetricsNew-4   	    2829	    425036 ns/op	  198020 B/op	    2063 allocs/op
PASS
ok  	github.com/walera/walera/internal/metrics	11.770s
